Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,min_MPG,max_MPG,avg_MPG
2023,Honda,Civic Si Base,New,29195,5,1161,Aegean Blue Metallic,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH470711,830225,6,4.7,4.8,4.7,4.8,4.8,4.9,CA,Dealer,27.07407407,37.07407407,32.07407407
2023,Honda,Ridgeline RTL-E,New,46025,4.8,9,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F75PB008603,830130,26,5,4.8,4.8,4.2,5,5,CA,Dealer,18.10909091,24.21818182,21.16363636
2023,Honda,HR-V Sport,New,27650,5,619,Urban Gray Pearl,fwd,Gasoline,cvt,Regular Unleaded I-4 2.0 L/122,3CZRZ1H50PM727871,230237,0,4,5,4,5,5,5,CA,Dealer,26,32,29
2023,Honda,Odyssey Elite,New,50915,5,619,Modern Steel Metallic,fwd,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H9XPB020238,230150,0,5,5,4,4,4,5,CA,Dealer,19,28,23.5
2023,Honda,CR-V EX,New,34250,4.8,1780,Platinum White Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H47PH409044,PH409044,0,5,5,5,4,4,5,CA,Dealer,26.14772727,31.85227273,29
2023,Honda,Odyssey Elite,New,55391,4.6,1959,Modern Steel Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H93PB018332,PB018332,10,5,5,4,4,4,5,CA,Dealer,19,28,23.5
2022,Honda,CR-V EX,New,32055,4.7,1400,Modern Steel Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARW2H5XNE037507,NE037507,9,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer,27,32,29.5
2022,Honda,Pilot Special Edition,New,44600,5,23,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB104513,30399,10,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,41770,5,23,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB095759,30332,11,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2022,Honda,Pilot EX-L,New,43000,5,333,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H59NB095610,78629,5,5,5,5,5,5,5,NV,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,39406,4.3,3504,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB092214,181896,12,5,5,5,5,5,5,AZ,Dealer,19,26,22.5
2016,Honda,Accord EX,Used,22998,4.7,0,Blue,fwd,Gasoline,automatic,2.4L I4 16V GDI DOHC,1HGCR2F76GA178536,23826253,53233,4.8,4.7,4.7,4.7,4.8,4.8,TX,Dealer,27,37,32
2023,Honda,CR-V EX-L,New,39895,4.8,1650,Still Night Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H74PH400232,PH400232,189,5,5,5,4,4,5,OR,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,CR-V Hybrid Sport Touring,New,40544,4.5,1972,Meteorite Gray Metallic,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH804962,PH804962,5,5,3,4,4,5,5,CO,Dealer,40,34,37
2022,Honda,Pilot Sport,New,38352,4.8,563,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB094226,H17008,3,5,5,5,5,5,5,WA,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,41770,4.7,1056,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB073124,229252,5,5,5,5,5,5,5,WA,Dealer,19,26,22.5
2023,Honda,Passport TrailSport,New,43290,4.5,1691,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H66PB002291,PB002291,5,5,5,4.9,5,4.9,5,TX,Dealer,19,24,21.5
2023,Honda,Ridgeline Black Edition,New,43875,5,2291,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F81PB013015,PB013015,5,5,4.8,4.8,4.2,5,5,TX,Dealer,18.07692308,24.26923077,21.17307692
2023,Honda,Odyssey Elite,New,47378,5,2291,Modern Steel Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB030736,PB030736,5,5,5,4,4,4,5,TX,Dealer,19,28,23.5
2022,Honda,HR-V EX,New,27795,4.9,3405,Crystal Black Pearl,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H58NM749920,NM749920,9,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer,26,31,28.5
2022,Honda,Accord Sport SE,New,29777,4.8,578,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F46NA115770,NA115770,15,5,5,5,5,5,5,TX,Dealer,29,35,32
2023,Honda,CR-V EX-L,New,40505,4,228,Canyon,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H71PH400754,CR00754,12,5,5,5,4,4,5,KS,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,Passport Elite,New,51150,4,228,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H00PB001066,P0087,200,5,5,4.9,5,4.9,5,MO,Dealer,19,24,21.5
2023,Honda,HR-V Sport,New,28790,4.9,840,Pearl,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H55PM724177,23062,0,4,5,4,5,5,5,MN,Dealer,26.17241379,31.44827586,28.81034483
2022,Honda,Pilot EX-L,New,42301,4.5,2760,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H55NB097354,NB097354,67,5,5,5,5,5,5,MN,Dealer,19,26,22.5
2023,Honda,HR-V EX-L,New,29540,4.8,1839,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ1H78PM721320,H37392,3,4,5,4,5,5,5,MO,Dealer,26,31.2,28.6
2022,Honda,Accord Sport SE,New,31065,5,7,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F46NA092023,25822,3,5,5,5,5,5,5,LA,Dealer,29,35,32
2023,Honda,Civic Type R Touring,New,44845,5,14,Sonic Gray Pearl,fwd,Gasoline,manual,4 Cylinder Engine,JHMFL5G47PX001119,H23118,2,5,5,5,5,5,5,WI,Dealer,22,28,25
2023,Honda,Pilot Elite,New,53830,4.6,1607,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H8XPB004695,PB004695,5,4.9,4.8,4.8,4.7,4.7,4.8,TN,Dealer,19,25.93617021,22.46808511
2023,Honda,Civic Sport,New,26145,4.6,1607,Crystal Black Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F5XPH517551,PH517551,5,4.6,4.8,4.7,4.6,4.8,4.7,TN,Dealer,29.35632184,36.75862069,33.05747126
2023,Honda,Civic Sport,New,26145,4.6,1607,Meteorite Gray Metallic,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F58PH517256,PH517256,6,4.6,4.8,4.7,4.6,4.8,4.7,TN,Dealer,29.35632184,36.75862069,33.05747126
2022,Honda,Pilot TrailSport,New,44183,5,1516,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H81NB082084,22733,6,5,5,5,5,5,5,LA,Dealer,19,25,22
2022,Honda,Pilot Special Edition,New,42047,5,1516,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB101875,22822,6,5,5,5,5,5,5,LA,Dealer,19,26,22.5
2022,Honda,Pilot EX-L,New,40841,4.8,1732,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H55NB097337,P1773,5,5,5,5,5,5,5,IL,Dealer,19,26,22.5
2022,Honda,Passport EX-L,New,42160,4.8,1978,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H52NB030271,22840,6,5,5,4.9,5,4.9,5,IL,Dealer,19,24,21.5
2023,Honda,Passport EX-L,New,42790,4.8,1978,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H52PB000318,23060,3,4.9,4.8,4.8,4.6,4.8,4.8,IL,Dealer,19.23529412,24.23529412,21.73529412
2022,Honda,Pilot Special Edition,New,44205,4.8,1978,Gray,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H22NB097673,DTO22906,45,5,5,5,5,5,5,IL,Dealer,19,26,22.5
2023,Honda,Civic Sport,New,26140,4.7,647,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F5XPH511796,H23136,6,4.6,4.8,4.7,4.6,4.8,4.7,IN,Dealer,29.35632184,36.75862069,33.05747126
2023,Honda,Pilot Elite,New,53720,4.7,647,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H80PB001515,H23165,5,4.9,4.8,4.8,4.7,4.7,4.8,IN,Dealer,19,25.93617021,22.46808511
2022,Honda,Accord Sport 1.5T,New,29325,5,2634,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA087762,22H1180,17,5,5,5,5,5,5,IN,Dealer,29,35,32
2022,Honda,Accord Sport 1.5T,New,32470,4.7,64,Sonic Gray Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA068474,L220590,4,5,5,5,5,5,5,IN,Dealer,29,35,32
2022,Honda,Passport EX-L,New,41765,4.8,162,Obsidian Blue,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H50NB024212,18463,2,5,5,4.9,5,4.9,5,KY,Dealer,19,24,21.5
2023,Honda,CR-V Hybrid Sport Touring,New,40395,4,333,Meteorite Gray Metallic,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H94PH808226,HU149,1,5,3,4,4,5,5,IN,Dealer,40,34,37
2023,Honda,HR-V EX-L,New,29145,4.6,146,Crystal Black Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ1H72PM726898,1926898,10,4,5,4,5,5,5,TN,Dealer,26,31.2,28.6
2023,Honda,Ridgeline RTL,New,46370,4.8,38,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F52PB013174,63001,5,5,4.8,4.8,4.2,5,5,IN,Dealer,17.825,24.075,20.95
2023,Honda,Pilot Touring,New,47795,5,1722,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG2H73PB000632,PB000632,3,4.7,4.6,4.5,4.5,4.6,4.7,TN,Dealer,18.25,24.85,21.55
2023,Honda,CR-V EX-L,New,36900,4.7,334,Platinum White Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARS4H70PE002521,E002521,5,5,5,5,4,4,5,KY,Dealer,26.13043478,32.0326087,29.08152174
2022,Honda,Pilot Touring 7-Passenger,New,46465,4.5,1205,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H6XNB036813,NB036813,13,5,5,5,5,5,5,GA,Dealer,20,27,23.5
2023,Honda,CR-V EX-L,New,36505,4.7,306,Lunar Silver Metallic,awd,Gasoline,cvt,4 Cylinder Engine,2HKRS4H76PH402211,233001,71,5,5,5,4,4,5,MI,Dealer,27,32,29.5
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.4,306,Radiant Red Metallic,awd,Hybrid,cvt,4 Cylinder Engine,7FARS6H95PE002169,233014,0,5,3,4,4,5,5,MI,Dealer,40,34,37
2022,Honda,Pilot Touring 7-Passenger,New,45895,4.4,1059,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H63NB022848,NB022848,12,5,5,5,5,5,5,GA,Dealer,20,27,23.5
2022,Honda,Pilot Special Edition,New,44600,5,14,Deep Scarlet Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H21NB097020,17310,2,5,5,5,5,5,5,OH,Dealer,19,26,22.5
2023,Honda,Odyssey Sport,New,43050,4.4,14,Radiant Red Metallic II,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XPB032789,17423,3,5,5,4,4,4,5,OH,Dealer,19,28,23.5
2022,Honda,Ridgeline Black Edition,New,47260,4.4,928,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F80NB038582,22038582,12,5,4.9,4.9,4.3,4.7,5,SC,Dealer,18,24,21
2023,Honda,Ridgeline Black Edition,New,49790,4.8,401,White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F8XPB001381,PB001381,7,5,4.8,4.8,4.2,5,5,PA,Dealer,18.07692308,24.26923077,21.17307692
2023,Honda,CR-V Hybrid Sport,New,33695,5,2945,Lunar Silver Metallic,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H52PH701781,PH701781,16,5,3,4,4,5,5,FL,Dealer,41.8,35.2,38.5
2022,Honda,Accord Sport 1.5T,New,30075,5,1923,Lunar,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F32NA114087,NA114087,11,5,5,5,5,5,5,FL,Dealer,29,35,32
2023,Honda,CR-V EX-L,New,36505,4.9,1215,Lunar Silver Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H7XPH410263,231126,5,5,5,5,4,4,5,NY,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,Civic EX,New,28535,4.7,2444,Morning Mist Metallic,fwd,Gasoline,automatic,1.5L 4 Cylinder,2HGFE1F71PH302930,PH302930,5,4.7,4.7,4.8,4.8,4.8,4.8,FL,Dealer,30.6119403,40.07462687,35.34328358
2022,Honda,Accord Sport 2.0T,New,35145,4.7,2444,Sonic Gray Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F37NA021569,NA021569,5,5,5,5,5,5,5,FL,Dealer,22,32,27
2023,Honda,Civic Sport,New,26945,4.6,1504,Lunar Silver Metallic,fwd,Gasoline,manual,2.0L I4 16V GDI DOHC,19XFL2G84PE004353,AE004353,0,4.6,4.8,4.7,4.6,4.8,4.7,FL,Dealer,29.35632184,36.75862069,33.05747126
2023,Honda,Ridgeline RTL-E,New,46025,4.4,878,Crystal Black,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F73PB011421,40915-10,10,5,4.8,4.8,4.2,5,5,VA,Dealer,18.10909091,24.21818182,21.16363636
2023,Honda,Ridgeline Black Edition,New,47920,4.4,878,Platinum,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F87PB006229,PB006229,10,5,4.8,4.8,4.2,5,5,VA,Dealer,18.07692308,24.26923077,21.17307692
2023,Honda,CR-V Hybrid Sport Touring,New,40395,4.9,1737,Lunar Silver Metallic,awd,Hybrid,cvt,Gas/Electric I-4 2.0 L/122,7FARS6H98PE005485,Q05485,0,5,3,4,4,5,5,NC,Dealer,40,34,37
2023,Honda,Civic EX,New,27545,5,2068,Meteorite,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HGFE1F70PH305463,PH305463,0,4.7,4.7,4.8,4.8,4.8,4.8,MD,Dealer,30.6119403,40.07462687,35.34328358
2023,Honda,Civic Si Base,New,29595,5,5590,Aegean Blue Metallic,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E5XPH472090,230425,0,4.7,4.8,4.7,4.8,4.8,4.9,FL,Dealer,27.07407407,37.07407407,32.07407407
2023,Honda,Civic Si Base,New,39999,5,5648,Platinum White,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH470675,230248,12,4.7,4.8,4.7,4.8,4.8,4.9,FL,Dealer,27.07407407,37.07407407,32.07407407
2023,Honda,CR-V EX-L,New,35005,4.5,2115,Silver,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS3H79PH300346,PH300346,362,5,5,5,4,4,5,FL,Dealer,26.13043478,32.0326087,29.08152174
2022,Honda,Pilot TrailSport,New,46500,5,4674,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB093028,H34303,4,5,5,5,5,5,5,VA,Dealer,19,25,22
2023,Honda,Passport Elite,New,48250,5,3575,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H03PB001062,S87677,10,5,5,4.9,5,4.9,5,PA,Dealer,19,24,21.5
2023,Honda,Ridgeline RTL,New,45975,4.7,2504,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB015029,123067,5,5,4.8,4.8,4.2,5,5,PA,Dealer,17.825,24.075,20.95
2023,Honda,Odyssey Elite,New,45266.40566,4.8,1560,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H90PB020605,H30152,2,5,5,4,4,4,5,PA,Dealer,19,28,23.5
2022,Honda,Accord Hybrid Sport,New,32560,4.4,124,Still Night Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA032483,NA032483,3,4.9,5,5,4.9,4.9,5,PA,Dealer,44,41,42.5
2023,Honda,Ridgeline RTL,New,43470,5,5331,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F5XPB011589,PB011589,10,5,4.8,4.8,4.2,5,5,NJ,Dealer,17.825,24.075,20.95
2023,Honda,HR-V Sport,New,29040,4.8,1037,Platinum White Pearl,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H59PM724909,230141,10,4,5,4,5,5,5,CT,Dealer,26.17241379,31.44827586,28.81034483
2023,Honda,Ridgeline RTL-E,New,46025,4.8,733,Polished Metal Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F73PB003142,230019N,5,5,4.8,4.8,4.2,5,5,NY,Dealer,18.10909091,24.21818182,21.16363636
2022,Honda,Accord Sport 1.5T,New,30470,4.8,830,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F37NA057336,220346,3,5,5,5,5,5,5,CT,Dealer,29,35,32
2022,Honda,HR-V Sport,New,26545,4.4,1000,Gray,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H1XNM775707,L220672,2088,3.8,3.2,3.6,3.6,4.2,4.2,NY,Dealer,26,31,28.5
2022,Honda,HR-V EX,New,28190,4.9,435,Purple,awd,Gasoline,cvt,4 Cylinder Engine,3CZRU6H52NM752487,40759-03,8069,3.8,3.2,3.6,3.6,4.2,4.2,MA,Dealer,26,31,28.5
2023,Honda,CR-V Hybrid Sport Touring,New,40850,4.9,435,Gray,awd,Hybrid,cvt,4 Cylinder Engine,2HKRS6H90PH806831,H806831,5,5,3,4,4,5,5,MA,Dealer,40,34,37
2022,Honda,HR-V Sport,New,26940,4.9,435,White,awd,Gasoline,cvt,4 Cylinder Engine,3CZRU6H17NM747816,40759-01,21047,3.8,3.2,3.6,3.6,4.2,4.2,MA,Dealer,26,31,28.5
2023,Honda,CR-V EX-L,New,36505,4.9,435,Gray,awd,Gasoline,automatic,4 Cylinder Engine,2HKRS4H75PH400966,H400966,6,5,5,5,4,4,5,MA,Dealer,27,32,29.5
2022,Honda,HR-V EX,New,27795,4.9,435,Black,awd,Gasoline,cvt,4 Cylinder Engine,3CZRU6H58NM749190,40759-02,6614,3.8,3.2,3.6,3.6,4.2,4.2,MA,Dealer,26,31,28.5
2022,Honda,Pilot TrailSport,New,42780,4.6,1493,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB103770,H221170,10,5,5,5,5,5,5,MA,Dealer,19,25,22
2022,Honda,Passport Elite,New,47620,5,1337,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H0XNB031186,H221726,1,5,5,4.9,5,4.9,5,MA,Dealer,19,24,21.5
2023,Honda,Ridgeline RTL,New,43075,4.8,9,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB008078,830098,11,5,4.8,4.8,4.2,5,5,CA,Dealer,17.825,24.075,20.95
2023,Honda,CR-V Hybrid Sport,New,35650,4.8,1780,Radiant Red Metallic,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H56PH700410,PH700410,3,5,3,4,4,5,5,CA,Dealer,41.8,35.2,38.5
2022,Honda,Pilot Sport,New,41375,4.1,14,Black,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB078896,H2869,2,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2021,Honda,Accord EX-L,Used,30998,4.8,2,Red,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F57MA100797,23664305,19130,4.9,4.8,4.8,4.8,4.9,4.8,CA,Dealer,30,38,34
2022,Honda,Accord Hybrid Sport,New,32560,5,23,Sonic Gray Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F27NA042340,30336,10,4.9,5,5,4.9,4.9,5,CA,Dealer,44,41,42.5
2020,Honda,Accord Hybrid EX-L,Used,31598,4.3,623,Platinum White Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F57LA016988,LA016988,17498,4.7,4.8,4.5,4.6,4.7,4.8,NV,Dealer,48,47,47.5
2014,Honda,CR-V EX,Used,16998,4.5,7,Brown,awd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,2HKRM4H57EH686907,23434682,105979,4.5,4.5,4.5,4.5,4.6,4.7,NV,Dealer,22,30,26
2023,Honda,Odyssey EX-L,New,42250,4.3,3504,Radiant Red Metallic II,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H61PB019890,182097,11,5,5,4,4,4,5,AZ,Dealer,18.93220339,27.80508475,23.36864407
2020,Honda,Accord LX 1.5T,Used,23544,4.3,3504,Silver,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F18LA102960,181965A,32910,4.8,4.8,4.8,4.8,4.9,4.9,AZ,Dealer,30,38,34
2020,Honda,Accord Sport 1.5T,Used,26952,4.6,1421,San Marino Red,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36LA088980,LA088980H,22160,4.8,4.8,4.8,4.8,4.9,4.9,OR,Dealer,29,35,32
2019,Honda,Passport Sport,Used,28404,4.9,1273,White Diamond Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H21KB028156,78993,18138,4.8,4.7,4.7,4.6,4.7,4.8,ID,Dealer,19,24,21.5
2018,Honda,Civic Type R Touring,Used,44871,4.4,169,White,fwd,Gasoline,manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G76JU204423,BC0607,10506,4.5,4.7,4.9,4.7,4.7,4.8,ID,Dealer,22,28,25
2022,Honda,Civic EX,Used,28792,4.8,442,Crystal Black Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HGFE1F71NH313939,NH313939DA,2498,4.6,4.9,4.4,4.6,4.6,4.7,OR,Dealer,33,42,37.5
2021,Honda,Insight Touring,Used,31996,4.8,725,Lunar Silver Metallic,fwd,Hybrid,automatic,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F98ME007488,ME007488A,8706,5,5,5,5,5,5,OR,Dealer,51,45,48
2019,Honda,Civic LX,Used,21500,4.9,1346,Modern Steel Metallic,fwd,Gasoline,automatic,2.0L I4 16V MPFI DOHC,19XFC2F68KE211031,PT211031,33100,4.8,4.8,4.9,4.8,4.9,4.9,OR,Dealer,30,38,34
2020,Honda,Civic Si Base,Used,27170,3.5,150,Lunar Silver Metallic,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A59LH753931,W753931PC,22900,4.8,4.8,4.8,4.8,4.9,4.9,WA,Dealer,26,36,31
2022,Honda,HR-V LX,New,24540,4.2,824,Platinum White Pearl,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H36NM722990,23200,3000,3.8,3.2,3.6,3.6,4.2,4.2,CO,Dealer,27,31,29
2017,Honda,Pilot EX-L w/ Navigation,Used,24995,4.6,116,Blue,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H72HB012024,P1933,82661,4.8,4.7,4.7,4.6,4.7,4.7,MT,Dealer,18,26,22
2021,Honda,Accord LX 1.5T,Used,26950,4.3,1085,White,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F11MA077854,28911A,27562,4.9,4.8,4.8,4.8,4.9,4.8,TX,Dealer,30,38,34
2022,Honda,Civic Sport,Used,32995,4.6,82,Aegean Blue Metallic,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,2HGFE2F58NH543871,K3032,7519,4.6,4.9,4.4,4.6,4.6,4.7,SD,Dealer,30,37,33.5
2022,Honda,CR-V Touring,New,37844,4.8,5,Aegean Blue Metallic,awd,Gasoline,cvt,4 Cylinder Engine,7FARW2H91NE052478,22040,7,4.9,4.8,4.7,4.8,4.7,4.9,OK,Dealer,27,32,29.5
2021,Honda,Passport EX-L,Used,33888,4.4,1880,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H55MB043580,GN1602A,10570,4.9,4.7,4.8,4.6,4.8,4.8,OK,Dealer,19,24,21.5
2023,Honda,CR-V Hybrid Sport,New,33695,4.8,2503,Meteorite Gray,fwd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H5XPH703035,H3703035,0,5,3,4,4,5,5,TX,Dealer,41.8,35.2,38.5
2017,Honda,Civic LX,Used,21995,4.1,1445,Crystal Black Pearl,fwd,Gasoline,automatic,2.0L I4 16V MPFI DOHC,19XFC2F51HE050554,MHFP170065,54833,4.7,4.7,4.8,4.8,4.8,4.8,TX,Dealer,31,40,35.5
2020,Honda,Passport Sport,Used,24496,4.8,424,White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H23LB019072,SLB019072,48565,4.9,4.8,4.8,4.6,4.8,4.8,TX,Dealer,19,24,21.5
2022,Honda,Pilot Sport,New,41375,5,3857,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB073593,M2129,6,5,5,5,5,5,5,NE,Dealer,19,26,22.5
2019,Honda,HR-V Touring,Used,22628,5,1374,Platinum White Pearl,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H96KM710726,DT8914A,101884,4.6,4.6,4.4,4.6,4.8,4.7,OK,Dealer,26,31,28.5
